State Code,Town Code,Town Name,Total/,Age-group,Total Persons,Total Males,Total Females,Illiterate Persons,Illiterate Males,Illiterate Females,Literate Persons,Literate Males,Literate Females,Below Primary Persons,Below Primary Males,Below Primary Females,Primary Persons,Primary Males,Primary Females,Middle Persons,Middle Males,Middle Females,Matric Persons,Matric Males,Matric Females,Senior secondary Persons,Senior secondary Males,Senior secondary Females,Non-technical diploma Persons,Non-technical diploma Males,Non-technical diploma Females,technical diploma Persons,technical diploma Males,technical diploma Females,Graduate & above Persons,Graduate & above Males,Graduate & above Females,Unclassified Persons,Unclassified Males,Unclassified Females,
05,800359,Hardwar (NPP+OG),Urban,20-24,23813,12533,11280,2562,1203,1359,21251,11330,9921,460,270,190,2782,1646,1136,3151,1815,1336,3389,2026,1363,4355,2223,2132,33,22,11,374,315,59,6236,2768,3468,31,15,16,
05,800359,Hardwar (NPP+OG),Urban,25-29,22405,11425,10980,2766,1114,1652,19639,10311,9328,356,192,164,2264,1288,976,2787,1631,1156,3046,1875,1171,2454,1289,1165,26,18,8,202,177,25,7899,3533,4366,26,13,13,
05,800359,Hardwar (NPP+OG),Urban,30-34,19230,10099,9131,2783,1064,1719,16447,9035,7412,325,166,159,1927,1029,898,2067,1186,881,2396,1536,860,2148,1255,893,25,18,7,171,152,19,6866,3416,3450,37,24,13,
05,800359,Hardwar (NPP+OG),Urban,35-39,17495,9479,8016,3388,1308,2080,14107,8171,5936,292,154,138,1935,1048,887,1981,1198,783,2333,1482,851,2041,1192,849,20,13,7,158,147,11,4884,2682,2202,25,18,7,
05,800359,Hardwar (NPP+OG),Urban,40-44,13707,7342,6365,3015,1176,1839,10692,6166,4526,268,145,123,1612,855,757,1618,978,640,1883,1189,694,1560,907,653,12,7,5,114,109,5,3237,1798,1439,23,11,12,
05,800359,Hardwar (NPP+OG),Urban,45-49,12370,6571,5799,2848,1003,1845,9522,5568,3954,253,146,107,1551,869,682,1413,814,599,1765,1101,664,1453,874,579,18,15,3,96,87,9,2634,1496,1138,18,12,6,
05,800359,Hardwar (NPP+OG),Urban,50-54,10037,5392,4645,2280,861,1419,7757,4531,3226,183,101,82,1189,625,564,1021,603,418,1444,862,582,1238,745,493,13,8,5,125,118,7,2264,1321,943,14,5,9,
05,800359,Hardwar (NPP+OG),Urban,55-59,8186,4276,3910,1848,576,1272,6338,3700,2638,157,67,90,942,446,496,797,411,386,1266,766,500,1022,689,333,11,11,0,151,140,11,1745,1052,693,13,9,4,
05,800359,Hardwar (NPP+OG),Urban,60-64,7796,4266,3530,2040,715,1325,5756,3551,2205,184,101,83,1001,488,513,746,395,351,1173,751,422,871,630,241,10,8,2,178,170,8,1355,888,467,20,11,9,
05,800359,Hardwar (NPP+OG),Urban,65-69,4915,2790,2125,1292,423,869,3623,2367,1256,142,73,69,685,327,358,467,250,217,756,543,213,532,417,115,13,11,2,121,114,7,750,546,204,14,9,5,
05,800359,Hardwar (NPP+OG),Urban,70-74,3286,1829,1457,1090,388,702,2196,1441,755,113,61,52,489,231,258,328,213,115,426,311,115,243,195,48,8,6,2,45,42,3,452,337,115,11,6,5,
05,800359,Hardwar (NPP+OG),Urban,75-79,1626,897,729,494,154,340,1132,743,389,69,45,24,255,116,139,176,100,76,210,159,51,116,93,23,8,4,4,13,10,3,233,187,46,6,2,4,
05,800359,Hardwar (NPP+OG),Urban,80+,2148,1085,1063,806,254,552,1342,831,511,102,61,41,350,170,180,195,115,80,205,155,50,124,89,35,7,5,2,14,10,4,258,185,73,8,2,6,
05,800359,Hardwar (NPP+OG),Urban,Age not stated,270,156,114,72,36,36,198,120,78,27,17,10,27,18,9,14,5,9,25,16,9,16,12,4,0,0,0,0,0,0,22,14,8,2,0,2,
06,800363,Panchkula (M Cl),Urban,All ages,211355,111731,99624,49324,22749,26575,162031,88982,73049,16191,9107,7084,19783,10770,9013,15356,8664,6692,23335,13328,10007,15850,8910,6940,685,307,378,4281,2999,1282,62655,32821,29834,333,189,144,
06,800363,Panchkula (M Cl),Urban,0-6,22854,12294,10560,22854,12294,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800363,Panchkula (M Cl),Urban,7,3641,1940,1701,874,441,433,2767,1499,1268,2709,1467,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,
06,800363,Panchkula (M Cl),Urban,8,3533,1902,1631,546,263,283,2987,1639,1348,2943,1611,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,
06,800363,Panchkula (M Cl),Urban,9,3585,1977,1608,458,211,247,3127,1766,1361,2866,1630,1236,214,108,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,
06,800363,Panchkula (M Cl),Urban,10,4369,2453,1916,651,308,343,3718,2145,1573,2646,1521,1125,1016,585,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,
06,800363,Panchkula (M Cl),Urban,11,3751,2142,1609,360,194,166,3391,1948,1443,1267,738,529,2086,1184,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,
06,800363,Panchkula (M Cl),Urban,12,3686,2047,1639,338,158,180,3348,1889,1459,652,365,287,2392,1361,1031,282,150,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,
06,800363,Panchkula (M Cl),Urban,13,3496,1903,1593,260,133,127,3236,1770,1466,363,186,177,1932,1070,862,922,502,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,
06,800363,Panchkula (M Cl),Urban,14,3542,1959,1583,296,129,167,3246,1830,1416,206,125,81,1145,629,516,1861,1056,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,
06,800363,Panchkula (M Cl),Urban,15,3708,2069,1639,364,180,184,3344,1889,1455,142,82,60,661,407,254,1679,938,741,826,441,385,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,
06,800363,Panchkula (M Cl),Urban,16,3621,2054,1567,321,159,162,3300,1895,1405,136,90,46,436,255,181,884,527,357,1812,1005,807,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,
06,800363,Panchkula (M Cl),Urban,17,3413,1890,1523,269,134,135,3144,1756,1388,96,50,46,284,163,121,436,251,185,2292,1272,1020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
06,800363,Panchkula (M Cl),Urban,18,4088,2397,1691,474,236,238,3614,2161,1453,108,73,35,390,252,138,407,258,149,989,603,386,1505,821,684,12,10,2,123,88,35,0,0,0,10,5,5,
06,800363,Panchkula (M Cl),Urban,19,3538,1990,1548,346,158,188,3192,1832,1360,73,48,25,321,196,125,276,184,92,477,294,183,1819,945,874,23,15,8,139,102,37,0,0,0,2,1,1,
06,800363,Panchkula (M Cl),Urban,20-24,18662,10071,8591,2046,831,1215,16616,9240,7376,350,215,135,1455,845,610,1367,852,515,1716,1089,627,3864,2172,1692,59,36,23,610,409,201,6748,3345,3403,42,24,18,
06,800363,Panchkula (M Cl),Urban,25-29,18948,9533,9415,2389,865,1524,16559,8668,7891,272,162,110,1225,728,497,1340,827,513,1662,1017,645,1663,1010,653,47,29,18,381,263,118,9483,4362,5121,36,23,13,
06,800363,Panchkula (M Cl),Urban,30-34,18031,8883,9148,2762,955,1807,15269,7928,7341,241,131,110,1028,596,432,1128,693,435,1649,979,670,1657,881,776,43,27,16,320,238,82,8744,4153,4591,26,12,14,
06,800363,Panchkula (M Cl),Urban,35-39,17417,8814,8603,3098,1124,1974,14319,7690,6629,280,163,117,1040,554,486,1046,649,397,1925,1119,806,1567,906,661,41,18,23,328,247,81,7723,3845,3878,20,8,12,
06,800363,Panchkula (M Cl),Urban,40-44,14525,7702,6823,2767,1123,1644,11758,6579,5179,184,118,66,944,531,413,821,505,316,1964,1182,782,1061,627,434,45,16,29,333,260,73,6100,3185,2915,21,11,10,
06,800363,Panchkula (M Cl),Urban,45-49,12061,6496,5565,2089,879,1210,9972,5617,4355,135,83,52,745,405,340,747,416,331,1826,1085,741,756,455,301,62,35,27,270,215,55,5184,2791,2393,19,14,5,
06,800363,Panchkula (M Cl),Urban,50-54,10003,5142,4861,1467,597,870,8536,4545,3991,84,49,35,533,262,271,499,247,252,1517,844,673,561,314,247,54,26,28,274,210,64,4790,2491,2299,10,6,4,
06,800363,Panchkula (M Cl),Urban,55-59,8750,4470,4280,1055,361,694,7695,4109,3586,65,28,37,402,141,261,404,168,236,1291,645,646,448,236,212,39,23,16,285,206,79,4583,2587,1996,16,7,9,
06,800363,Panchkula (M Cl),Urban,60-64,8036,4000,4036,1096,376,720,6940,3624,3316,90,41,49,544,215,329,387,133,254,1128,497,631,369,184,185,40,20,20,427,227,200,3759,2219,1540,13,5,8,
06,800363,Panchkula (M Cl),Urban,65-69,5524,2998,2526,639,207,432,4885,2791,2094,62,26,36,300,101,199,304,117,187,931,473,458,240,140,100,65,22,43,433,274,159,2410,1580,830,11,7,4,
06,800363,Panchkula (M Cl),Urban,70-74,3740,2055,1685,540,171,369,3200,1884,1316,62,25,37,234,56,178,214,62,152,597,320,277,125,78,47,65,14,51,232,165,67,1586,1122,464,11,4,7,
06,800363,Panchkula (M Cl),Urban,75-79,2028,1126,902,292,63,229,1736,1063,673,48,20,28,166,35,131,139,49,90,326,202,124,78,58,20,53,9,44,77,58,19,786,607,179,4,3,1,
06,800363,Panchkula (M Cl),Urban,80+,2276,1124,1152,575,148,427,1701,976,725,74,34,40,253,69,184,182,62,120,351,233,118,85,55,30,35,7,28,39,29,10,603,448,155,11,7,4,
06,800363,Panchkula (M Cl),Urban,Age not stated,529,300,229,98,51,47,431,249,182,37,26,11,37,22,15,31,18,13,56,28,28,52,28,24,2,0,2,10,8,2,156,86,70,5,3,2,
06,800365,Ambala (M Cl),Urban,All ages,195153,102607,92546,42607,19748,22859,152546,82859,69687,13364,7681,5683,23012,12319,10693,20903,11538,9365,32906,18678,14228,17438,9590,7848,651,324,327,3010,1787,1223,34943,17809,17134,167,91,76,
06,800365,Ambala (M Cl),Urban,0-6,20521,11177,9344,20521,11177,9344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800365,Ambala (M Cl),Urban,7,3102,1700,1402,526,268,258,2576,1432,1144,2530,1409,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,7,
06,800365,Ambala (M Cl),Urban,8,3010,1668,1342,289,142,147,2721,1526,1195,2682,1500,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,
06,800365,Ambala (M Cl),Urban,9,2945,1689,1256,189,95,94,2756,1594,1162,2428,1434,994,295,140,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,
06,800365,Ambala (M Cl),Urban,10,3410,1990,1420,277,130,147,3133,1860,1273,1942,1171,771,1154,667,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,
06,800365,Ambala (M Cl),Urban,11,3049,1700,1349,167,93,74,2882,1607,1275,737,435,302,2106,1146,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,
06,800365,Ambala (M Cl),Urban,12,3164,1805,1359,196,106,90,2968,1699,1269,328,207,121,2262,1288,974,329,169,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,
06,800365,Ambala (M Cl),Urban,13,2914,1641,1273,144,67,77,2770,1574,1196,152,83,69,1579,944,635,998,523,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,
06,800365,Ambala (M Cl),Urban,14,3207,1834,1373,166,92,74,3041,1742,1299,105,66,39,767,478,289,2130,1176,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,
06,800365,Ambala (M Cl),Urban,15,3383,1890,1493,196,114,82,3187,1776,1411,90,57,33,409,261,148,1570,879,691,1057,548,509,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,
06,800365,Ambala (M Cl),Urban,16,3462,1942,1520,179,103,76,3283,1839,1444,86,50,36,325,206,119,755,442,313,2049,1095,954,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,
06,800365,Ambala (M Cl),Urban,17,3272,1814,1458,150,93,57,3122,1721,1401,60,41,19,270,165,105,401,241,160,2339,1238,1101,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
06,800365,Ambala (M Cl),Urban,18,3846,2223,1623,266,155,111,3580,2068,1512,74,49,25,362,233,129,385,244,141,851,509,342,1601,851,750,42,22,20,157,98,59,0,0,0,3,2,1,
06,800365,Ambala (M Cl),Urban,19,3456,1958,1498,200,110,90,3256,1848,1408,47,33,14,290,187,103,347,207,140,499,308,191,1778,925,853,33,24,9,180,116,64,0,0,0,2,1,1,
06,800365,Ambala (M Cl),Urban,20-24,19346,10189,9157,1431,661,770,17915,9528,8387,250,161,89,1690,1067,623,1974,1189,785,2544,1416,1128,4377,2311,2066,104,63,41,519,346,173,5753,2612,3141,12,7,5,
06,800365,Ambala (M Cl),Urban,25-29,18404,9469,8935,1674,737,937,16730,8732,7998,222,144,78,1571,909,662,1811,1050,761,2901,1576,1325,2443,1364,1079,43,31,12,228,157,71,6592,3035,3557,7,4,3,
06,800365,Ambala (M Cl),Urban,30-34,15871,8060,7811,1765,748,1017,14106,7312,6794,194,115,79,1350,706,644,1634,904,730,2787,1598,1189,2060,1121,939,39,25,14,196,144,52,5156,2367,2789,11,5,6,
06,800365,Ambala (M Cl),Urban,35-39,14776,7494,7282,1970,810,1160,12806,6684,6122,207,113,94,1465,755,710,1590,849,741,3019,1630,1389,1694,949,745,44,24,20,206,164,42,3928,1894,2034,10,7,3,
06,800365,Ambala (M Cl),Urban,40-44,12770,6505,6265,1898,710,1188,10872,5795,5077,186,97,89,1315,662,653,1489,814,675,2974,1612,1362,1035,612,423,41,19,22,165,130,35,3137,1611,1526,11,6,5,
06,800365,Ambala (M Cl),Urban,45-49,12113,6179,5934,1863,704,1159,10250,5475,4775,165,95,70,1363,666,697,1537,865,672,2906,1601,1305,761,404,357,50,16,34,172,102,70,2791,1499,1292,4,2,2,
06,800365,Ambala (M Cl),Urban,50-54,10116,5152,4964,1562,547,1015,8554,4605,3949,143,79,64,962,458,504,1091,571,520,2700,1543,1157,530,300,230,56,23,33,256,128,128,2433,1325,1108,9,5,4,
06,800365,Ambala (M Cl),Urban,55-59,8276,4245,4031,1320,399,921,6956,3846,3110,103,51,52,772,321,451,835,408,427,2086,1195,891,445,266,179,45,23,22,216,102,114,2092,1308,784,7,3,4,
06,800365,Ambala (M Cl),Urban,60-64,7775,3921,3854,1684,528,1156,6091,3393,2698,160,84,76,917,360,557,790,389,401,1817,1121,696,327,206,121,34,19,15,312,124,188,1407,922,485,7,4,3,
06,800365,Ambala (M Cl),Urban,65-69,4915,2462,2453,1177,345,832,3738,2117,1621,111,41,70,587,230,357,523,248,275,1075,710,365,195,140,55,47,15,32,215,76,139,786,573,213,11,4,7,
06,800365,Ambala (M Cl),Urban,70-74,3548,1732,1816,1121,333,788,2427,1399,1028,126,57,69,480,165,315,310,140,170,670,487,183,95,72,23,35,7,28,110,50,60,461,350,111,5,3,2,
06,800365,Ambala (M Cl),Urban,75-79,2025,1026,999,658,190,468,1367,836,531,99,44,55,333,141,192,198,100,98,318,251,67,41,32,9,27,9,18,52,37,15,231,186,45,5,2,3,
06,800365,Ambala (M Cl),Urban,80+,2344,1068,1276,981,272,709,1363,796,567,129,62,67,374,156,218,201,129,72,295,230,65,45,30,15,11,4,7,25,13,12,166,123,43,5,1,4,
06,800365,Ambala (M Cl),Urban,Age not stated,133,74,59,37,19,18,96,55,41,8,3,5,14,8,6,5,1,4,19,10,9,11,7,4,0,0,0,1,0,1,10,4,6,2,0,2,
06,800367,Ambala Sadar (M Cl+OG),Urban,All ages,104974,54680,50294,21234,9843,11391,83740,44837,38903,7258,4035,3223,12793,6792,6001,10293,5581,4712,15468,8732,6736,8557,4620,3937,238,111,127,1059,650,409,20618,10689,9929,217,97,120,
06,800367,Ambala Sadar (M Cl+OG),Urban,0-6,10271,5589,4682,10271,5589,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800367,Ambala Sadar (M Cl+OG),Urban,7,1632,877,755,250,126,124,1382,751,631,1314,713,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,
06,800367,Ambala Sadar (M Cl+OG),Urban,8,1579,892,687,121,64,57,1458,828,630,1407,797,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,
06,800367,Ambala Sadar (M Cl+OG),Urban,9,1543,852,691,79,39,40,1464,813,651,1208,681,527,206,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,
06,800367,Ambala Sadar (M Cl+OG),Urban,10,1774,1003,771,105,50,55,1669,953,716,865,497,368,758,430,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,
06,800367,Ambala Sadar (M Cl+OG),Urban,11,1605,905,700,80,40,40,1525,865,660,323,188,135,1151,650,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,
06,800367,Ambala Sadar (M Cl+OG),Urban,12,1665,947,718,83,48,35,1582,899,683,191,114,77,1198,689,509,148,73,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,
06,800367,Ambala Sadar (M Cl+OG),Urban,13,1640,941,699,75,38,37,1565,903,662,101,53,48,757,456,301,663,367,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,
06,800367,Ambala Sadar (M Cl+OG),Urban,14,1686,945,741,76,46,30,1610,899,711,54,30,24,372,202,170,1128,635,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,
06,800367,Ambala Sadar (M Cl+OG),Urban,15,1774,963,811,104,54,50,1670,909,761,55,34,21,253,129,124,678,378,300,619,331,288,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,
06,800367,Ambala Sadar (M Cl+OG),Urban,16,1800,1021,779,98,58,40,1702,963,739,40,28,12,186,109,77,362,199,163,1052,596,456,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,
06,800367,Ambala Sadar (M Cl+OG),Urban,17,1752,924,828,121,72,49,1631,852,779,28,17,11,163,97,66,198,102,96,1179,609,570,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,
06,800367,Ambala Sadar (M Cl+OG),Urban,18,1999,1061,938,148,82,66,1851,979,872,53,37,16,202,105,97,207,123,84,375,188,187,862,426,436,13,8,5,46,36,10,0,0,0,7,5,2,
06,800367,Ambala Sadar (M Cl+OG),Urban,19,1794,991,803,98,51,47,1696,940,756,43,23,20,180,107,73,159,101,58,206,124,82,948,488,460,5,5,0,38,29,9,0,0,0,5,2,3,
06,800367,Ambala Sadar (M Cl+OG),Urban,20-24,10099,5303,4796,793,373,420,9306,4930,4376,208,136,72,994,590,404,986,530,456,1002,545,457,2070,1097,973,37,26,11,141,104,37,3146,1508,1638,25,15,10,
06,800367,Ambala Sadar (M Cl+OG),Urban,25-29,9832,5001,4831,794,362,432,9038,4639,4399,187,104,83,887,514,373,892,506,386,1193,627,566,1082,587,495,12,9,3,77,57,20,3668,1713,1955,24,16,8,
06,800367,Ambala Sadar (M Cl+OG),Urban,30-34,8483,4370,4113,856,353,503,7627,4017,3610,177,92,85,796,442,354,814,462,352,1178,648,530,941,536,405,9,8,1,63,50,13,2834,1360,1474,11,6,5,
06,800367,Ambala Sadar (M Cl+OG),Urban,35-39,7758,3887,3871,919,379,540,6839,3508,3331,190,102,88,825,429,396,761,427,334,1190,654,536,760,405,355,13,5,8,67,52,15,2285,1091,1194,16,6,10,
06,800367,Ambala Sadar (M Cl+OG),Urban,40-44,7007,3550,3457,888,352,536,6119,3198,2921,145,71,74,742,377,365,715,400,315,1349,747,602,503,274,229,23,13,10,64,52,12,1921,972,949,10,6,4,
06,800367,Ambala Sadar (M Cl+OG),Urban,45-49,6558,3334,3224,904,339,565,5654,2995,2659,131,71,60,715,362,353,678,384,294,1314,739,575,380,197,183,11,6,5,71,47,24,1773,931,842,9,3,6,
06,800367,Ambala Sadar (M Cl+OG),Urban,50-54,5660,2884,2776,792,293,499,4868,2591,2277,92,48,44,514,253,261,544,293,251,1223,674,549,274,152,122,24,9,15,93,50,43,1553,861,692,12,6,6,
06,800367,Ambala Sadar (M Cl+OG),Urban,55-59,4840,2411,2429,675,208,467,4165,2203,1962,79,34,45,418,181,237,402,181,221,1100,621,479,244,132,112,18,6,12,97,43,54,1344,809,535,10,5,5,
06,800367,Ambala Sadar (M Cl+OG),Urban,60-64,4502,2249,2253,839,251,588,3663,1998,1665,113,52,61,480,204,276,376,179,197,970,566,404,217,136,81,11,6,5,151,54,97,974,626,348,8,2,6,
06,800367,Ambala Sadar (M Cl+OG),Urban,65-69,2984,1505,1479,659,178,481,2325,1327,998,77,37,40,335,123,212,238,103,135,687,463,224,122,78,44,16,3,13,73,28,45,505,356,149,8,2,6,
06,800367,Ambala Sadar (M Cl+OG),Urban,70-74,2179,1068,1111,602,172,430,1577,896,681,65,23,42,269,103,166,179,67,112,429,293,136,84,64,20,20,3,17,45,24,21,316,237,79,6,2,4,
06,800367,Ambala Sadar (M Cl+OG),Urban,75-79,1184,586,598,331,106,225,853,480,373,48,19,29,163,53,110,87,42,45,212,158,54,32,24,8,14,2,12,22,16,6,165,121,44,6,0,6,
06,800367,Ambala Sadar (M Cl+OG),Urban,80+,1306,584,722,460,116,344,846,468,378,60,34,26,225,83,142,76,29,47,186,147,39,34,22,12,11,2,9,11,8,3,119,92,27,1,1,0,
06,800367,Ambala Sadar (M Cl+OG),Urban,Age not stated,68,37,31,13,4,9,55,33,22,4,0,4,4,1,3,2,0,2,4,2,2,4,2,2,1,0,1,0,0,0,15,12,3,1,0,1,
06,800368,Jagadhri (M Cl),Urban,All ages,124894,67685,57209,30426,14690,15736,94468,52995,41473,10374,6062,4312,17422,9676,7746,14906,8690,6216,18441,10726,7715,10906,5925,4981,179,104,75,1134,755,379,18738,9805,8933,92,52,40,
06,800368,Jagadhri (M Cl),Urban,0-6,14011,7677,6334,14011,7677,6334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800368,Jagadhri (M Cl),Urban,7,2107,1192,915,410,220,190,1697,972,725,1673,962,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,
06,800368,Jagadhri (M Cl),Urban,8,2116,1171,945,220,97,123,1896,1074,822,1881,1063,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,
06,800368,Jagadhri (M Cl),Urban,9,2000,1119,881,126,71,55,1874,1048,826,1740,972,768,126,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
06,800368,Jagadhri (M Cl),Urban,10,2267,1321,946,169,91,78,2098,1230,868,1508,901,607,576,320,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
06,800368,Jagadhri (M Cl),Urban,11,2021,1163,858,94,50,44,1927,1113,814,663,412,251,1250,693,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,
06,800368,Jagadhri (M Cl),Urban,12,2262,1262,1000,118,63,55,2144,1199,945,380,220,160,1604,898,706,151,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800368,Jagadhri (M Cl),Urban,13,2146,1230,916,88,46,42,2058,1184,874,160,103,57,1322,761,561,568,316,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800368,Jagadhri (M Cl),Urban,14,2248,1248,1000,115,64,51,2133,1184,949,84,54,30,757,430,327,1277,688,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
06,800368,Jagadhri (M Cl),Urban,15,2318,1307,1011,135,86,49,2183,1221,962,74,47,27,399,229,170,1158,657,501,538,282,256,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
06,800368,Jagadhri (M Cl),Urban,16,2312,1352,960,125,74,51,2187,1278,909,49,31,18,280,191,89,660,397,263,1174,639,535,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,
06,800368,Jagadhri (M Cl),Urban,17,2302,1347,955,139,93,46,2163,1254,909,41,26,15,227,150,77,380,229,151,1491,831,660,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
06,800368,Jagadhri (M Cl),Urban,18,2682,1596,1086,234,174,60,2448,1422,1026,59,48,11,273,178,95,325,211,114,717,422,295,955,473,482,9,7,2,72,60,12,0,0,0,2,0,2,
06,800368,Jagadhri (M Cl),Urban,19,2451,1375,1076,165,91,74,2286,1284,1002,53,40,13,236,163,73,292,178,114,383,232,151,1186,569,617,13,8,5,88,69,19,0,0,0,3,3,0,
06,800368,Jagadhri (M Cl),Urban,20-24,13122,7232,5890,1126,607,519,11996,6625,5371,259,177,82,1473,939,534,1714,1011,703,1782,1041,741,2817,1482,1335,45,31,14,227,169,58,3361,1586,1775,9,6,3,
06,800368,Jagadhri (M Cl),Urban,25-29,12500,6790,5710,1433,636,797,11067,6154,4913,251,162,89,1487,897,590,1606,1003,603,1859,1112,747,1591,917,674,13,13,0,119,87,32,3779,1778,2001,5,4,1,
06,800368,Jagadhri (M Cl),Urban,30-34,9947,5307,4640,1410,605,805,8537,4702,3835,186,113,73,1214,690,524,1374,860,514,1634,950,684,1124,587,537,7,6,1,55,36,19,2674,1320,1354,10,6,4,
06,800368,Jagadhri (M Cl),Urban,35-39,8945,4611,4334,1624,686,938,7321,3925,3396,239,141,98,1121,591,530,1188,710,478,1573,867,706,908,480,428,10,6,4,67,52,15,1981,952,1029,7,2,5,
06,800368,Jagadhri (M Cl),Urban,40-44,8169,4238,3931,1647,664,983,6522,3574,2948,206,131,75,1062,563,499,999,566,433,1581,873,708,654,380,274,16,3,13,78,53,25,1723,912,811,5,3,2,
06,800368,Jagadhri (M Cl),Urban,45-49,7692,4050,3642,1577,660,917,6115,3390,2725,163,94,69,1018,554,464,963,549,414,1535,867,668,528,295,233,15,7,8,59,39,20,1626,887,739,7,4,3,
06,800368,Jagadhri (M Cl),Urban,50-54,6125,3286,2839,1177,476,701,4948,2810,2138,150,85,65,740,383,357,695,415,280,1348,761,587,438,262,176,8,2,6,96,51,45,1320,768,552,8,5,3,
06,800368,Jagadhri (M Cl),Urban,55-59,4584,2409,2175,888,292,596,3696,2117,1579,93,47,46,543,231,312,482,246,236,980,555,425,342,227,115,12,7,5,74,33,41,1060,719,341,3,2,1,
06,800368,Jagadhri (M Cl),Urban,60-64,4169,2197,1972,1113,405,708,3056,1792,1264,151,86,65,605,248,357,462,237,225,808,525,283,195,133,62,11,6,5,97,47,50,631,462,169,4,3,1,
06,800368,Jagadhri (M Cl),Urban,65-69,2406,1251,1155,702,253,449,1704,998,706,87,38,49,370,168,202,275,141,134,470,322,148,93,63,30,6,3,3,47,22,25,292,204,88,3,2,1,
06,800368,Jagadhri (M Cl),Urban,70-74,1777,903,874,670,229,441,1107,674,433,84,42,42,310,139,171,149,87,62,280,217,63,44,34,10,8,3,5,30,20,10,158,116,42,2,0,2,
06,800368,Jagadhri (M Cl),Urban,75-79,932,462,470,341,102,239,591,360,231,49,22,27,194,85,109,80,40,40,142,119,23,12,10,2,4,1,3,16,12,4,66,58,8,2,0,2,
